Componente Principal 1,Componente Principal 2
-4651.589900159361,1.5393095103690089
19255.410179118167,6.943902076064551
46661.41002391581,-1.535982214991675
2571.4103403188446,21.101114376599547
7685.409738706193,-18.263308862094924
5802.409870086946,-15.252205335830057
33988.41052421258,32.78226674184643
-29904.58912308526,61.54430574001675
-212939.81973002144,-10.646444555806893
139998.41032853178,20.31167153172917
70033.40999647892,-5.699138123747109
67415.41014362103,6.24720395060596
172975.41007198527,-2.8166047596358164
-212941.87403215902,-25.063778081688646
27362.410931694838,66.65482760862659
16544.410340782604,20.88764759377442
27748.410182652464,11.913024279256838
-212941.378265102,25.863460362602954
52522.41009471368,1.392369764676536
26615.411008160485,69.82316108035299
-9237.589313920942,46.39545668925802
-212940.2501365153,22.049848793123893
-5914.590485580214,-39.7792345550271
50495.41067625385,44.061773862522536
-212941.5218657222,-5.995717158120292
118482.40964909738,-32.967724964367626
-8914.58940411097,42.212337278854704
-30637.58965399925,19.520717697004283
-39837.58921942925,56.96654107373448
-212941.11022907033,-20.586196073981803
68148.41037328968,24.085481209702557
-212940.24334681226,9.727294600769287
20322.410157258557,4.717637531295306
104839.41069295538,47.34556064181979
-212942.2861314005,48.49904585585381
228090.40981243298,-21.817353488045566
77655.40996464729,-8.77220783871168
169322.4096780417,-33.90829937231376
30055.40966920538,-33.164278749646996
18042.409765600998,-21.61354305244886
-212941.9485759084,21.8442217510165
6596.41034443815,22.113775948209533
-212941.3125288604,39.90648068885596
69122.41027437725,16.14760841858611
41522.41064894982,44.96768028423504
38322.4097108866,-28.338017398482
-63521.59032866796,-29.088642280601974
-70437.59029052743,-25.528416417846913
-37277.5895241057,28.36718585451384
206188.4102534413,16.511166432849105
19908.410730985666,49.87773230848641
39588.41028465393,15.901062354659588
-29936.59022727438,-22.43506497536136
53277.41015894071,6.54669025476624
-1728.5898740150494,9.038428149561954
-22903.590384916115,-29.639285402033032
40388.41056701651,37.25754237258807
-1077.5901556029025,-17.1536801083934
37055.4099640918,-3.4528738148947635
69802.41015436093,3.765508290547118
39962.409819469234,-16.413783142564537
-13908.590276437984,-26.738683103729848
-12944.589615179873,22.49957613589343
126.41011217227525,3.9422267237852937
-12184.590298705483,-29.18545534846715
-212939.89616911262,16.308482160406044
-212940.05883500347,-26.865128465589336
-212938.35438711316,-38.29960414900284
90055.40977718182,-24.00985681095316
-37639.59013980346,-16.024613394231846
15172.409949554363,-10.037673310429359
14762.409448102428,-47.730078042708485
11895.410282697801,15.093748860887828
166055.4096092511,-33.34922399612677
-212940.20783482757,26.32813879483082
-59227.590347871606,-31.572608427918215
3655.4099625017284,-6.1679172603714925
-49069.59003279469,-8.144255766804074
49655.40972989884,-22.07402638913941
2148.410130946145,2.8643166380865823
35388.40975938184,-24.29642420811956
26695.410277957886,16.816645336949804
17555.41003580859,-3.0842369166255184
-37891.589901168416,2.393081772293049
-212942.27036304414,-45.662980824419726
33642.409650483096,-33.52550746895939
26676.41001439905,-4.775381103700284
-68464.59039185879,-32.713466086728324
26571.4101051704,2.8134167305395335
-48741.59001685814,-7.215477977618019
12300.41067425643,43.99528832247319
57908.410605547855,40.98234522524238
78655.41002701517,-0.31886615958548953
104148.40987982744,-14.401939368678356
92107.41028577986,15.889957783652987
36388.41008530819,1.0696623747159402
-52357.59033981138,-31.528473933382596
34122.40971619505,-28.291307429301483
39588.41028465393,15.901062354659588
-24744.590534339877,-44.27889526299502
-212940.27555814548,-15.338704282269495
38610.4102706007,17.600796359281002
-9331.590599401836,-46.84651518008069
-212940.67955347907,-22.139785945858943
-13557.590311952543,-30.688454251314774
120962.40970464035,-29.640923907494418
-212936.07422965247,14.077706070149814
-15467.590163664468,-15.253339453451302
-36704.58982034382,8.631100151891971
-26610.59044407941,-38.59217864703203
108095.40981474101,-22.41774334641073
28975.410311225853,18.812679343173368
-212941.45663407963,-3.117778610078953
108762.40981804358,-18.9439764275386
8482.410126322538,3.6989330482344203
-22877.59026520643,-25.96902573431901
-37544.59034335152,-27.559247844488517
-8685.590328323984,-29.81018561500176
-66762.59009965541,-11.967111697860185
-212937.7316329436,14.55136143920307
45815.41048740662,32.0910230960054
96732.40967267759,-31.348934774533667
1935.4108036545636,55.040907694021946
-212942.08894349236,5.786130475454697
19581.409731285006,-26.157720799782187
-212938.10592915447,-9.981812078409241
-12360.589550851399,27.133874802736976
120282.409736353,-25.164992540809003
7569.409637683871,-27.09385774375462
223685.40982206256,-16.745792894372688
140668.41044293164,30.43600359009446
-26905.59030585068,-29.408646904042193
-212942.0166813269,48.68048174863832
-26748.58979053,13.325790474259247
2351.4094431319363,-46.86857255322093
67415.41104778736,78.15193066749873
3691.41011606367,2.9323955141123084
68532.40976974175,-20.72017033978157
42440.40944214872,-45.47247254222836
-70698.58903883136,68.44098393702717
29082.4104501765,28.494475861022504
-2110.5901705398505,-15.963426959335123
85815.40964158779,-33.03491509285217
2826.4095836135116,-38.022395796549475
-27489.58980756053,9.4048529373673
-34233.58999170919,-2.432894336445252
138029.40936878903,-46.54402223256348
9961.410193011254,12.74522446191921
1082.4100075373788,-5.881524449042259
46468.410223053244,9.668047900019507
-41323.5901887856,-22.456395798009204
-33092.58995115915,-2.489346885124965
-212941.14537182974,-43.0172840422906
-61517.589161541044,60.71421510559256
61670.41052033706,32.33270859951797
-41106.58973144004,12.52405368245903
6808.409721763523,-25.89653471322204
78668.40959845054,-35.91445935135495
-212940.97466950846,-17.406904020467408
100868.40972890878,-26.15701519988122
102845.40945100121,-48.12934264917692
136877.4094998077,-42.144531659534486
156028.40936215842,-53.86078515908598
8521.41057795697,37.00778701449691
-28157.589819423665,12.801058558414269
101542.40995788838,-10.273740792123274
-212939.86494893747,4.776007637038516
-56837.589372660645,42.65141359225758
-71435.59013265418,-16.00894021563756
6530.409758275941,-23.929696452324965
10375.409931431048,-11.998075345002052
141868.4100940359,0.28415424677943907
-59144.5904410158,-38.39666638796529
-212937.56723652937,-39.88769382155529
17802.41055720895,38.68664178425816
58922.40969972885,-29.482029473572073
47068.4104393022,29.460661340864988
117548.4099410472,-6.5715453598602185
49282.410679962195,44.66197725846802
-24824.589417737658,37.504703854142576
-2124.589313144709,47.25890618725166
-43216.589537623,29.74533289480506
35464.41072287424,49.43015230281565
64664.40993752956,-7.89450034609499
-32971.59008250525,-13.33710099032036
58388.41015862586,6.730583796066283
2748.409501262754,-41.821358609841255
-38399.590115248604,-12.344725406161782
270495.4093682254,-55.364488380843895
-29606.590258304874,-24.17695981655982
-25373.590147150644,-17.43847042352595
61805.4102224175,12.286949185618857
23604.41083748016,56.76735162253102
5555.411105350531,79.15315265879487
-212940.52442449384,-17.10931407851074
200579.4102515695,10.77150362485872
120192.41040758102,26.061695698143257
-49917.589650372895,25.46212777760857
121522.40970042872,-29.463184980121046
59188.41009537496,3.3180857364323093
-5694.590345979864,-29.834560117872734
-17038.58962252317,20.262017182388544
-35944.59044416602,-39.79883976832612
3722.4096523740923,-32.87299666303407
-5949.590114746927,-12.58095353840459
-25704.590332959062,-31.616539056966854
-1504.5896834137118,17.85584026470065
-15681.590158058509,-17.837913327613578
-59704.58969048234,22.25421678855107
57268.41044898587,27.710038084372503
40055.40989725773,-7.519248523198132
-212935.5846541621,-47.8605362872255
737265.410728086,47.150998124071656
-28944.590602758504,-49.55118132940242
21855.410769673897,52.43080442274104
20035.410501041784,33.50359182433448
253437.41031256138,17.67961929063756
-85479.59039754672,-34.91889445378747
-41197.58976202251,13.271313636018823
-35304.590050100145,-4.94120139160322
90428.4107771618,53.44904305510679
-212941.70719699046,-24.93906291932043
57482.41032311622,16.416974771214534
-15507.590311568158,-30.86865997475269
68668.41024982872,12.574464892618948
2082.4094441355937,-41.500523093311756
-7744.590220961282,-22.81407143484897
20786.410216764358,10.821830714099823
-212940.45737230082,15.926395127136896
65748.40987604325,-10.421545008550128
-212940.18797709752,33.79410724576024
226735.4097478642,-23.54496290205966
-212939.20649274995,6.59161742456253
7055.410295704793,15.017132234794156
72148.41050104811,35.96175229561233
-212940.84349967248,13.936667249749247
174991.41053481592,34.8917148988257
14388.410109044287,4.678786150428849
-66047.58985999315,3.0921209983342526
500247.40989524993,-15.471973005786928
205.40988437556643,-14.981543981533713
-212940.6466650664,-39.18397902087925
5095.410627863619,39.07534865886314
71002.4098819666,-13.210872134900516
55383.40941174775,-47.5747001748229
-11757.589922929727,1.6605580623583138
-212940.71132003676,14.649363439124752
-45331.5902226503,-22.308230185753825
1843.4095863850805,-27.203092775823794
34442.409429642874,-47.32937328319742
-16840.59018661487,-19.633342997049063
141011.40963389524,-32.84250359081435
36907.41007989855,0.6598558108948702
16202.409790839554,-18.12842239768895
110522.41066123029,45.565903947133805
-36144.589553026795,27.673281224466262
-212940.7507951441,-16.13035907708896
125668.41017816217,9.142221792265564
-14597.589270118733,49.828812825152035
-21548.58992018344,-0.619974764553175
30912.410267376323,16.680297577620205
-13624.590549300392,-45.75066689918962
225282.40983280106,-16.9009567379609
108122.41065369893,47.285211189317465
-29578.59000208522,-3.944528831370873
-212942.19534452906,-45.11405545350081
-3523.589232036536,54.99652058677113
-4544.589981977324,-7.197837796311014
-212940.5405196532,-40.064725095871324
19108.409510475954,-42.34569311452773
-25891.590396176056,-33.57970084325767
8859.410750848878,51.170706383372774
-22508.588908689482,77.64165203190488
-50651.58972531595,12.757762650364244
76855.40982423419,-17.544945459301225
-45055.590174552664,-15.080882948052292
-22517.589896509468,6.179816149204825
-33676.59046570868,-40.44975508905018
3732.4102133083215,10.145692794804424
45484.41002932121,-3.428327376604801
1762.4101676850448,5.071784353557774
-6722.590029624721,0.09692556071031623
58295.41016089471,4.589231006308942
7465.410336390929,22.049002903095953
-3277.5894987393913,34.93066961145725
-10144.590275957045,-29.30823314598832
-11717.590037196185,-8.620582775209204
-26441.590241171532,-22.567357513513407
73855.41029919556,21.557679050062855
-30037.58976986595,11.10592870923568
28322.410238105895,11.83079710876802
-212940.75741710953,-9.029842210542315
-212941.58063011154,-30.787623481887227
28828.409430430245,-46.34786510431936
47.410640890576765,47.99122163858935
-9911.589422996716,39.17714963956445
31762.409963088347,-8.272790955602057
-45600.589820575435,5.800099467587717
87871.41012779238,7.997523354275176
-12636.589808842324,7.438557380290327
107722.41009114386,-0.05808798936513762
206362.40985953534,-16.15005085750016
-212942.84014261814,-5.60576381592452
-212939.653039717,17.643476821620347
-212940.56257098756,-19.563763196875545
44575.41053392982,36.28948972453826
44750.410704244234,46.486505276687254
-4481.589583428062,29.227385069576552
-212943.22452950865,9.909255492235364
-47717.589929086666,1.1118430640098649
-23201.58997164268,-3.571206399746429
-20077.590325436573,-22.23830203363999
136295.409706911,-23.91062426263076
44615.41068292362,47.24509046455285
-16117.589346876623,51.846325567296844
-51691.59010701503,-12.159260417604301
60976.410238261815,16.191507385525654
179562.41018963046,9.697470450534324
-212941.63443714782,-46.13310172372227
39268.4101953909,9.633420660008108
870810.4098832263,-14.370241148100355
-101734.5894086893,38.396410526728744
23551.41000906019,-6.160212573377895
-2973.589492200445,35.264584412552935
-58437.590072730985,-9.61906956632157
2188.410218036482,10.988532882398582
-212940.7867567458,2.75943251685684
22782.4095219681,-38.29126697252451
-12304.58929479827,51.51250041549025
106707.4107046283,51.5690366673535
-11784.590310388203,-30.804121032916452
-12024.589377669368,44.03782642996745
-8038.589504761388,34.11771855097518
66895.41057776901,40.35863381270317
125148.41028039489,15.559886923436936
-99611.58954761265,28.267822308591708
25188.410000682146,-8.168848967465006
154602.41064457872,45.03835715846256
-9251.590447310959,-41.84207618502142
21955.410219316498,14.315209783599498
229788.40995668553,-11.138105064034093
-26411.589912387506,3.205239051831585
-7698.589751054164,12.155499437316694
-5917.590257343167,-27.862101238615978
178055.41053792808,34.60661491611191
4188.4099767376065,-6.552173829818235
98759.40964128278,-30.462674318848048
48546.410152828765,5.4821711066609575
-44120.5892966919,47.013010346085935
19655.410104709696,2.743045342459248
20988.409630956285,-27.70857996147332
-212941.8833972326,-21.649543648399963
40445.409796068176,-21.432621407181152
-4837.590114199476,-8.927002792020366
-33159.59018911309,-19.016928946537558
61162.409207555094,-62.69149487779737
3682.4104472291115,27.03516428221151
19104.409568937626,-39.73333296913957
-8698.58991366424,4.059585786578413
-22386.589855746563,3.5289164110954068
-18373.590497824465,-42.80619125517126
66868.40974201298,-24.845947681687814
-5357.590211419417,-22.846382779726763
48148.409963432314,-8.595621518425466
-212940.53901343234,38.743285085699235
-212942.0992763207,-7.09461974089578
-12924.590557160447,-42.85247064471187
-48077.58979434132,7.784374037910499
60295.41032422542,19.970144448520767
-212941.19110256768,-0.9972406302743126
34200.409797483095,-20.345920408710708
-40804.589594429264,23.66235641860126
-11444.589812196635,7.333769242715135
184023.4100433039,-4.203426889514571
-5517.589571157014,28.82541209983964
-212940.82691629254,-20.111856125777937
-25531.589617648893,24.713628112922667
91135.41010325661,5.924646126790366
-32811.589224002506,57.54762052288623
20494.41033416758,18.877147961171158
-52783.59019827988,-20.238969766911158
6196.40959577504,-30.076346692800794
-212937.82952440667,-19.95835500626003
37018.410835339215,59.103916838021824
-33957.59011848709,-16.19035240400962
64368.409588755145,-33.63835452815657
-18223.5901071238,-16.649805799628698
-13811.59025799647,-27.608956373416603
14762.41076203098,51.92288786954744
116292.40967928684,-29.336720402885938
21956.410510229503,35.54729630481386
125855.4096931171,-27.68434068285015
40220.409918548336,-12.755327508007841
-77904.59004300722,-2.1219069746790016
74146.40964890501,-32.851462084442346
-17603.59005503044,-6.789452825467136
-39944.58943889907,39.955528675413554
96588.40948800682,-45.94862926898389
35335.41047833293,33.465002509351336
39091.40960403198,-33.48031846511862
-58264.5903602278,-31.459609124495433
-212940.38251242036,-8.219547607862442
26162.41018247485,11.802476648448838
8803.409740468813,-28.043650677300423
56922.4105867005,41.229943175345355
-35437.59022305198,-20.439235456548452
5362.409430982769,-47.78230751987203
-38931.58933510587,42.82865662012649
39895.409867793256,-15.743713826088754
138150.41010501172,1.4149561465693044
113215.40989704052,-14.386993166321213
-212941.1486264591,23.511390826559882
12082.410360178657,19.032212450770647
6375.4099434612735,-9.068257968611004
24468.410057722507,-2.184779845432797
98322.41016955276,7.107395255427555
9984.409562514833,-38.49296807769641
38242.409848278294,-17.441169696980108
-1069.5894013135278,37.198687405069094
102911.40988762761,-14.184454750308449
-11051.590259811463,-23.86007907885821
72188.40989109478,-15.26519394969659
30248.409647446897,-31.251167195435666
-212942.30949050686,-27.447783394374323
29788.409721083597,-28.434202770009307
-40557.589303794586,47.556259012202744
-67143.58940559064,38.06984375511105
145055.409992109,-5.876297694065568
95442.41021812602,10.845244003919596
5588.410745095563,50.92068563465916
-6211.58949409815,31.202816735663507
-14020.589738032602,16.95179511006891
3093.4102622766836,14.79743118814887
105375.41058814494,38.83242825773535
3055.4104939849494,32.0831138259569
68068.40961211038,-32.62377084253115
93957.41006324888,1.9336201769087014
96028.40993971654,-6.576075453502242
39524.41048485317,30.374061268425052
-4542.5898682683055,1.2195803489033612
-212941.48627931305,7.891846123344537
-17357.589678384345,18.34673665619514
106815.4099398611,-8.822604493905372
128988.41085311335,63.32542089959174
-33291.58913446743,60.47751888045563
935.4097396974984,-25.086831808326153
-212941.65067923025,-36.97968614059997
12815.41036224858,21.681501278284752
-61117.58979251588,10.179762836610262
213468.410127592,9.164639244264052
-3415.5898640925175,3.2199891466698856
153482.4100209355,-4.919214365314091
27855.409968704585,-10.114542843621269
-212938.5532762552,40.788855563242244
-31554.59035434381,-31.92951067437255
67775.41051186588,35.65261850493278
23922.41047001971,28.860307825449382
-8538.589876347896,5.304535028084715
66162.40983396937,-18.253279703284818
-52544.58933559531,47.75120671440058
-3283.5897916348704,10.143129218751513
84055.41015346388,4.1965008762459775
36815.40967503796,-32.486398116911865
-44.59033777269929,-33.697226208944016
62095.41042798901,26.316916481777607
135295.41009443105,3.8701807311777854
-21280.589661366248,20.960215341656596
-212942.05733573495,-41.99058337127161
142175.40978902925,-24.736675066087102
60621.41035786144,19.470508933043448
-88944.5904896965,-38.90082926456573
-39904.590064155054,-8.956936443736522
1055.4097976627143,-22.834715615209117
-212941.09411804046,-46.436577126766906
34828.4109980802,70.17299888016116
-51624.59016425837,-17.457688115249766
-22457.589676903815,17.535719351965525
68836.40985827235,-17.491980561607
-4971.589003844214,73.49155219415928
-64677.589610752984,25.889436264223544
156455.41012913935,6.346269681209238
3968.409692831078,-29.85153210904785
-1444.5894212525359,37.28043617500324
-115344.59059430049,-39.968330894744405
67658.41042116159,30.160646651502045
-38566.589676273936,19.427188066076976
-74531.58911201735,64.41410824482287
-27317.589258601743,53.388972179769404
413988.4103041814,19.660593067596515
-4077.590024521341,-11.983720560691966
-14771.590304961508,-28.148419938504524
8642.410040749266,-0.4258806448092807
-3384.589677284842,17.236407546161203
-9264.589321140516,48.134577955358544
-7230.589753952614,17.20280464158026
-129.59024376868075,-19.990407135306494
-212941.44894046968,-40.77141861985177
-4051.589732099916,17.561523719139856
-35618.590203853404,-21.377766803790255
-212940.624758478,4.700141813535079
-28656.5895944769,25.73300546944255
27722.41047713412,30.209158010803403
263322.41013788054,0.5374085080595532
-16936.59021756242,-17.93052298877178
212736.4090083218,-82.69692609962297
-19230.59046293866,-42.61994753781994
184828.40966304918,-29.135301857777442
-45944.58967926609,18.707838910863348
-92944.5903682376,-36.71101324161453
-46852.58943440852,37.79101990395988
184823.4097195632,-25.05398534251262
116566.40968127293,-30.370860895414072
10668.410265927514,12.331289141022243
21455.40989946916,-14.01669394372626
89522.40949224329,-47.52333676290851
30215.41057407006,36.500936190772876
-212942.26082837002,-14.539538498891389
22348.409926151002,-13.218482244592836
-30651.58938699605,42.58089562867759
37348.41052355103,32.53709650898607
-212941.93215623143,-36.6586768517344
3375.4100366710195,-6.14107028607009
264082.4108537217,55.72856797612196
27695.410066911438,0.7556776545851255
94722.4103396777,20.098168117008445
67908.41017117749,8.822390116149437
-212940.2735816647,55.951456316729164
-10658.589690848246,17.32689613995642
-212940.57757578368,14.405668397923698
98347.41000798723,-4.043523195412672
39255.40960290107,-35.37900682027747
124935.41068347415,46.05542244582955
130855.41017214043,10.414762769546565
272282.41015310894,12.09465293431497
-76329.58985047608,8.220956040363951
58242.409957610165,-10.305815682594204
-212940.96238089955,-21.318843001743154
-7944.590298059035,-27.34914038617116
-212939.88806118068,-6.49391884193665
127252.41049934235,33.7738297159106
-6944.590272124526,-28.798858163755668
-212940.5142519927,-40.51687868456725
206122.4099162852,-6.4118158487110435
-26533.58957092668,27.56819041230551
80228.40994730948,-8.984275577364924
159188.4100966668,-0.038476171843580334
10255.409795042227,-22.933989673559804
86892.41013368106,5.815779570736038
-5571.5902543412585,-25.285514678473874
84908.40988339641,-13.072947930296342
72301.41047675046,30.896523655156813
4762.410573571163,37.06584641313004
-12597.589307559567,45.09819768378595
-212941.59861981223,-14.320465415489947
15202.410741287084,47.38907705938725
60482.41029926134,15.943652524407323
24479.410423086523,28.80451587534713
-24652.590407408352,-35.26891387370124
-1921.5893323521136,48.69046105215881
31696.41000469544,-2.25934787921437
136268.4096257552,-32.71397260626808
28135.410126992683,6.695169818931047
36119.40955219946,-33.912765795662864
53784.40969643688,-28.972510423241804
18588.410886570622,59.82921824930264
103522.40975109779,-23.304838962468928
13930.410162138864,4.881205328606902
84175.41084890731,57.99918551479815
-156944.58982949564,9.369987254086553
13922.410412002757,33.19729627277337
26611.409646824508,-30.622220079935108
-3283.5897916348704,10.143129218751513
35362.41034089134,17.699921311718363
-44668.5892599349,51.7449406217788
27055.409289563773,-57.052491584209065
36388.410857638584,56.69174020042564
14428.409642260214,-32.16182545373705
-212941.2962448489,-20.2581563029915
-212939.1170148482,-27.053024887012924
134308.4104405642,29.157479355137657
-31709.58992377007,2.5427637473843463
290362.41027505364,16.19900399001292
-212942.36175181367,-40.277516999655674
129244.40979130953,-19.428434883992292
-212940.96133530248,-21.260482549707998
104362.40991222145,-11.709914490751325
-12771.590602680508,-51.28515560330888
-33704.58936005898,42.14317437491473
113055.4097574488,-22.91590362640408
30748.41007469359,0.43261296751370176
34106.40992969121,-11.33716510198804
103415.40993688643,-7.902616059493623
-39792.59027483317,-25.92163101769992
36133.41003398532,-3.4433215547160647
35355.409884328634,-12.423461402374455
24082.409834072852,-18.821582374773634
-59531.5903371069,-27.970957226046735
6397.410807708934,54.97102321547234
-13953.589259046521,53.429850671576844
-63616.59042450129,-35.15772041820606
-212941.07581475825,63.67252134747655
-9442.58911012891,62.36423211131802
-212941.19743342052,2.0213716025615986
9162.410333552862,22.01455418555911
-212941.60089821546,15.88096863573818
57575.40979103371,-23.471359039460026
57381.40989980039,-13.670138759803272
169222.40984006654,-19.164083570613126
-212939.36675409594,-26.525125077911962
171962.41030212727,18.823559721812032
64988.40987205195,-16.56749913138331
74419.40995884352,-8.787351297605511
-21548.58992018344,-0.619974764553175
-25580.589575957663,25.455069511790654
44015.409472301435,-46.12908629456218
32651.41071674205,48.785828368861665
-28317.589390865836,37.92747480635045
14262.41076065045,51.06344037166835
-6677.590320631382,-29.507429390330707
72148.41017448438,8.00961798968148
-32944.590318534414,-31.352740879095602
-20988.589769149763,10.253176407420174
14317.409524975299,-41.676527011602424
171962.41030212727,18.823559721812032
-59710.5903428742,-31.973989792838644
-212936.1446876802,-20.134468195200483
11255.410010370002,-2.8572790016457907
-10460.590393489796,-34.77870577613677
-212939.55644342073,27.801892721069557
18455.41073037206,48.96729771081469
33775.410172816846,6.731937684314863
21825.410500501122,32.86728344350683
-13544.590075197253,-6.190778962699604
153042.4104774706,29.10423857146357
35015.41015543682,4.555160271555555
469228.4095292373,-36.237202620869326
291882.40954701306,-33.46757341803065
18876.410000902935,-3.1730650778159926
-212941.86866498642,-24.871892553170607
90721.41022775997,13.080010096103539
-212942.26223820884,-19.073749603083623
-212941.77206416233,-69.57468222563777
36642.41088654867,59.620923459656325
24748.409896702808,-15.38921402991615
99388.41030329229,19.89231205237932
35068.410128993266,4.678026785108674
-212941.71039715948,-59.07327664603316
-11611.589339301368,46.07295428576903
-212941.2522134428,35.18322402858805
1626.410144857875,10.63801163736951
-212941.24863611464,-17.300910085884297
80082.41060741011,43.852950746275454
-38623.59027872794,-28.543171285056424
-13717.589986931807,-4.732625742395203
55255.4105817942,36.24833558643084
6615.409655696964,-27.91621171042732
-212941.20134996314,12.867205192311285
-212932.9771234944,31.97083528897731
-79898.58958008933,28.30147654988396
-75984.58946223487,36.05693780588654
1668.409856231443,-15.742236183433882
-38157.589985116174,-4.628411796585821
109113.4099871045,-4.441653366182888
141184.4100860531,3.301154114106282
-212915.14064217074,-46.57461942854897
-5517.589571157014,28.82541209983964
114544.40995414996,-11.356411987145584
17895.410843873677,56.529060462279716
101895.4097103522,-25.078220450602934
99237.40971722182,-24.331153167011045
72234.40998281082,-3.823222778927154
-15744.58969281457,15.333125828013195
265357.4102798139,14.071833859288974
-116971.59037261056,-35.29979220146349
82655.41047418957,32.87156740492567
11855.410486867395,32.77905889665061
63187.41073842691,50.17301528277329
-212941.2547767261,71.76935187739474
7055.410612810295,44.753527345021645
-12042.589767269048,12.149235984629296
-48299.590442295164,-40.06695874985592
-24597.590091443017,-12.553150282784857
37855.40978366162,-23.2691754727581
-21416.59013979032,-14.701841364114838
-15958.58958136126,27.288080529382675
-212941.33618568518,-16.363103449594927
1873.4096088830058,-32.85674103062056
16557.4103688541,24.81092070773756
68428.4095220034,-40.62883338603811
39362.41007158502,-2.4069730660859396
-3325.5904192043236,-36.883299215095285
-212941.5015721105,-4.1553389339042495
64522.41078023635,52.210412674543925
-12495.589968211749,-2.6705029737839023
